gene	log2FC	padj	dataset
MRPS9	0.16569	0.999906	OLD_GSE52778
MRRF	0.00226799	0.999906	OLD_GSE52778
MRS2	0.0148922	0.999906	OLD_GSE52778
MRS2P2	-0.290612	1	OLD_GSE52778
MRTO4	-0.215822	0.999906	OLD_GSE52778
MRVI1	-0.426133	0.999906	OLD_GSE52778
MRVI1-AS1	0.0868348	0.999906	OLD_GSE52778
MS4A1	0	1	OLD_GSE52778
MS4A10	0	1	OLD_GSE52778
MS4A12	0	1	OLD_GSE52778
MS4A13	0	1	OLD_GSE52778
MS4A14	0	1	OLD_GSE52778
MS4A15	0	1	OLD_GSE52778
MS4A2	0	1	OLD_GSE52778
MS4A3	0	1	OLD_GSE52778
MS4A4A	0	1	OLD_GSE52778
MS4A5	0	1	OLD_GSE52778
MS4A6A	1.79769e+308	1	OLD_GSE52778
MS4A6E	0	1	OLD_GSE52778
MS4A7	0	1	OLD_GSE52778
MS4A8B	0	1	OLD_GSE52778
MSC	0.24	0.999906	OLD_GSE52778
MSGN1	0	1	OLD_GSE52778
MSH2	0.41916	0.999906	OLD_GSE52778
MSH3	0.114783	0.999906	OLD_GSE52778
MSH4	0.819309	1	OLD_GSE52778
MSH5	0.672355	1	OLD_GSE52778
MSH5-SAPCD1	-0.607278	1	OLD_GSE52778
MSH6	-0.106859	0.999906	OLD_GSE52778
MSI1	0.699491	1	OLD_GSE52778
MSI2	0.0712991	0.999906	OLD_GSE52778
MSL1	-0.0372022	0.999906	OLD_GSE52778
MSL2	0.0102827	0.999906	OLD_GSE52778
MSL3	-0.201925	0.999906	OLD_GSE52778
MSL3P1	0.260932	0.999906	OLD_GSE52778
MSLN	0.0196368	1	OLD_GSE52778
MSLNL	0	1	OLD_GSE52778
MSMB	0	1	OLD_GSE52778
MSMO1	0.186304	0.999906	OLD_GSE52778
MSMP	-0.313	0.999906	OLD_GSE52778
MSN	-0.114159	0.999906	OLD_GSE52778
MSR1	0.515907	0.999906	OLD_GSE52778
MSRA	0.108735	0.999906	OLD_GSE52778
MSRB2	-0.0156827	0.999906	OLD_GSE52778
MSRB3	0	1	OLD_GSE52778
MSS51	-0.173473	0.999906	OLD_GSE52778
MST1	-0.220402	0.999906	OLD_GSE52778
MST1P2	-0.308626	0.999906	OLD_GSE52778
MST1P9	-0.544018	1	OLD_GSE52778
MST1R	0.159865	1	OLD_GSE52778
MST4	-0.438421	0.999906	OLD_GSE52778
MSTN	-1.61729	0.189038	OLD_GSE52778
MSTO1	0.0527089	0.999906	OLD_GSE52778
MSTO2P	-0.222489	0.999906	OLD_GSE52778
MSX1	0.115934	0.999906	OLD_GSE52778
MSX2	1.18143	0.481995	OLD_GSE52778
MSX2P1	-0.671469	1	OLD_GSE52778
MT1A	-0.541514	0.999906	OLD_GSE52778
MT1B	0	1	OLD_GSE52778
MT1DP	-1.79769e+308	1	OLD_GSE52778
MT1E	-2.2091	0.000429448	OLD_GSE52778
MT1F	-2.94595	0.999906	OLD_GSE52778
MT1G	-2.29147	0.999906	OLD_GSE52778
MT1H	-2.38422	1	OLD_GSE52778
MT1IP	0	1	OLD_GSE52778
MT1JP	0.13645	1	OLD_GSE52778
MT1L	-0.779847	0.999906	OLD_GSE52778
MT1M	-2.53442	0.0954514	OLD_GSE52778
MT1X	-3.15172	0.000192354	OLD_GSE52778
MT2A	-2.23445	2.55642e-09	OLD_GSE52778
MT3	-0.439207	1	OLD_GSE52778
MT4	0	1	OLD_GSE52778
MTA1	-0.047694	0.999906	OLD_GSE52778
MTA2	0.101695	0.999906	OLD_GSE52778
MTA3	0.23405	0.999906	OLD_GSE52778
MTAP	-0.16361	0.999906	OLD_GSE52778
MTBP	0.742719	0.999906	OLD_GSE52778
MTCH1	0.0555284	0.999906	OLD_GSE52778
MTCH2	-0.161257	0.999906	OLD_GSE52778
MTCP1	-0.695445	0.999906	OLD_GSE52778
MTCP1NB	-0.19269	0.999906	OLD_GSE52778
MTDH	-0.531789	0.988524	OLD_GSE52778
MTERF	-0.2629	0.999906	OLD_GSE52778
MTERFD1	-0.0415277	0.999906	OLD_GSE52778
MTERFD2	0.366869	0.999906	OLD_GSE52778
MTERFD3	-0.559527	0.999906	OLD_GSE52778
MTF1	-0.25724	0.999906	OLD_GSE52778
MTF2	0.310099	0.999906	OLD_GSE52778
MTFMT	-0.294289	0.999906	OLD_GSE52778
MTFP1	-0.387492	0.999906	OLD_GSE52778
MTFR1	-0.431097	0.999906	OLD_GSE52778
MTG1	-0.133729	0.999906	OLD_GSE52778
MTHFD1	-0.360686	0.999906	OLD_GSE52778
MTHFD1L	0.447887	0.999906	OLD_GSE52778
MTHFD2	-0.277391	0.999906	OLD_GSE52778
MTHFD2L	-0.611309	0.999906	OLD_GSE52778
MTHFR	0.0666902	0.999906	OLD_GSE52778
MTHFS	-0.35531	0.999906	OLD_GSE52778
MTHFSD	0.387443	0.999906	OLD_GSE52778
MTIF2	-0.084002	0.999906	OLD_GSE52778
MTIF3	0.0900665	0.999906	OLD_GSE52778
MTL5	-0.428358	1	OLD_GSE52778
MTM1	-0.0740407	0.999906	OLD_GSE52778
MTMR1	-0.011871	0.999906	OLD_GSE52778
MTMR10	-0.692595	0.999906	OLD_GSE52778
MTMR11	0.383005	0.999906	OLD_GSE52778
MTMR12	-0.420008	0.999906	OLD_GSE52778
MTMR14	-0.559266	0.999906	OLD_GSE52778
MTMR2	-0.112595	0.999906	OLD_GSE52778
MTMR3	0.178479	0.999906	OLD_GSE52778
MTMR4	-0.171683	0.999906	OLD_GSE52778
MTMR6	0.0318667	0.999906	OLD_GSE52778
MTMR7	-0.746166	1	OLD_GSE52778
MTMR8	0.527185	1	OLD_GSE52778
MTMR9	-0.122789	0.999906	OLD_GSE52778
MTMR9LP	0.483402	0.999906	OLD_GSE52778
MTNR1A	-0.188476	1	OLD_GSE52778
MTNR1B	0	1	OLD_GSE52778
MTO1	0.194917	0.999906	OLD_GSE52778
MTOR	-0.694378	0.612391	OLD_GSE52778
MTPAP	-0.0263074	0.999906	OLD_GSE52778
MTPN	-0.0957661	0.999906	OLD_GSE52778
MTR	-0.110159	0.999906	OLD_GSE52778
MTRF1	-0.159393	0.999906	OLD_GSE52778
MTRF1L	-0.303494	0.999906	OLD_GSE52778
MTRNR2L1	-0.313704	1	OLD_GSE52778
MTRNR2L10	0.384801	1	OLD_GSE52778
MTRNR2L2	-1.11631	0.91808	OLD_GSE52778
MTRNR2L3	2.25722	1	OLD_GSE52778
MTRNR2L4	0.363266	1	OLD_GSE52778
MTRNR2L5	0	1	OLD_GSE52778
MTRNR2L6	0.630303	1	OLD_GSE52778
MTRNR2L7	1.79769e+308	1	OLD_GSE52778
MTRNR2L8	-0.835344	0.602593	OLD_GSE52778
MTRR	-0.0741834	0.999906	OLD_GSE52778
MTSS1	-1.94233	1.43196e-05	OLD_GSE52778
MTSS1L	-0.828488	0.235228	OLD_GSE52778
MTTP	-0.513194	1	OLD_GSE52778
MTUS1	-0.0957875	0.999906	OLD_GSE52778
MTUS2	-0.10074	1	OLD_GSE52778
MTVR2	0	1	OLD_GSE52778
MTX1	-0.287939	0.999906	OLD_GSE52778
MTX2	0.0243787	0.999906	OLD_GSE52778
MTX3	0.239495	0.999906	OLD_GSE52778
MUC1	-0.921492	0.524416	OLD_GSE52778
MUC12	-0.668115	1	OLD_GSE52778
MUC13	-1.79769e+308	1	OLD_GSE52778
MUC15	1.79769e+308	1	OLD_GSE52778
MUC16	-1.79769e+308	1	OLD_GSE52778
MUC17	0	1	OLD_GSE52778
MUC2	-1.79769e+308	1	OLD_GSE52778
MUC20	-0.00456416	0.999906	OLD_GSE52778
MUC21	0	1	OLD_GSE52778
MUC22	0	1	OLD_GSE52778
MUC4	-0.204394	1	OLD_GSE52778
MUC5B	-1.79769e+308	1	OLD_GSE52778
MUC6	0.475912	1	OLD_GSE52778
MUC7	1.79769e+308	1	OLD_GSE52778
MUCL1	2.39701	1	OLD_GSE52778
MUDENG	0.0389219	0.999906	OLD_GSE52778
MUL1	-0.221481	0.999906	OLD_GSE52778
MUM1	0.173061	0.999906	OLD_GSE52778
MUM1L1	-2.9626	1	OLD_GSE52778
MURC	-0.235789	0.999906	OLD_GSE52778
MUS81	-0.370463	0.999906	OLD_GSE52778
MUSK	-0.0685694	0.999906	OLD_GSE52778
MUSTN1	0.276957	0.999906	OLD_GSE52778
MUT	-0.207383	0.999906	OLD_GSE52778
MUTED	1.29515	0.999906	OLD_GSE52778
MUTED-TXNDC5	-1.69913	0.999906	OLD_GSE52778
MUTYH	0.0932287	0.999906	OLD_GSE52778
MVD	-0.0150398	0.999906	OLD_GSE52778
MVK	0.487699	0.999906	OLD_GSE52778
MVP	-0.160106	0.999906	OLD_GSE52778
MX1	0.88899	0.999906	OLD_GSE52778
MX2	-0.0857465	0.999906	OLD_GSE52778
MXD1	0.182765	0.999906	OLD_GSE52778
MXD3	0.00011126	0.999941	OLD_GSE52778
MXD4	0.197476	0.999906	OLD_GSE52778
MXI1	-0.150813	0.999906	OLD_GSE52778
MXRA5	1.34734	0.00450219	OLD_GSE52778
MXRA7	-0.228836	0.999906	OLD_GSE52778
MXRA8	-0.147482	0.999906	OLD_GSE52778
MYADM	-1.50772	0.00452635	OLD_GSE52778
MYADML	0	1	OLD_GSE52778
MYADML2	-0.234383	1	OLD_GSE52778
MYB	1.79769e+308	1	OLD_GSE52778
MYBBP1A	-0.190456	0.999906	OLD_GSE52778
MYBL1	0.941641	0.999906	OLD_GSE52778
MYBL2	0.146088	1	OLD_GSE52778
MYBPC1	-1.16082	1	OLD_GSE52778
MYBPC2	0.908131	1	OLD_GSE52778
MYBPC3	0	1	OLD_GSE52778
MYBPH	-0.325208	1	OLD_GSE52778
MYBPHL	0.492252	1	OLD_GSE52778
MYC	-0.881047	0.223479	OLD_GSE52778
MYCBP	-0.529195	0.999906	OLD_GSE52778
MYCBP2	-0.00194687	0.999906	OLD_GSE52778
MYCBPAP	0.0569732	1	OLD_GSE52778
MYCL1	0.20036	1	OLD_GSE52778
MYCN	0	1	OLD_GSE52778
MYCNOS	0	1	OLD_GSE52778
MYCT1	-0.201114	1	OLD_GSE52778
MYD88	0.0725743	0.999906	OLD_GSE52778
MYEF2	0.3064	0.999906	OLD_GSE52778
MYEOV	1.79769e+308	1	OLD_GSE52778
MYEOV2	-0.246076	0.999906	OLD_GSE52778
MYF5	0	1	OLD_GSE52778
MYF6	0.25969	1	OLD_GSE52778
MYH1	-2.67442	1	OLD_GSE52778
MYH10	-0.620049	0.999906	OLD_GSE52778
MYH11	-0.925972	0.999906	OLD_GSE52778
MYH13	-3.64527	1	OLD_GSE52778
MYH14	0.443188	1	OLD_GSE52778
MYH15	1.10932	1	OLD_GSE52778
MYH16	1.79769e+308	1	OLD_GSE52778
MYH2	-8.89774	1	OLD_GSE52778
MYH3	-0.452144	1	OLD_GSE52778
MYH4	-1.79769e+308	1	OLD_GSE52778
MYH6	0	1	OLD_GSE52778
MYH7	0	1	OLD_GSE52778
MYH7B	-1.20564	1	OLD_GSE52778
MYH8	-1.79769e+308	1	OLD_GSE52778
MYH9	-0.31004	0.999906	OLD_GSE52778
MYL1	0	1	OLD_GSE52778
MYL10	-1.79769e+308	1	OLD_GSE52778
MYL12A	-0.854133	0.225652	OLD_GSE52778
MYL12B	-0.473225	0.999906	OLD_GSE52778
MYL2	0	1	OLD_GSE52778
MYL3	0.326843	0.999906	OLD_GSE52778
MYL4	1.18749	1	OLD_GSE52778
MYL5	0.0851291	0.999906	OLD_GSE52778
MYL6	-0.696752	0.816012	OLD_GSE52778
MYL6B	0.383075	0.999906	OLD_GSE52778
MYL7	1.79769e+308	1	OLD_GSE52778
MYL9	-0.539166	0.999906	OLD_GSE52778
MYLIP	0.505502	0.999906	OLD_GSE52778
MYLK	-0.292801	0.999906	OLD_GSE52778
MYLK-AS1	-0.107801	0.999906	OLD_GSE52778
MYLK2	-1.79769e+308	1	OLD_GSE52778
MYLK3	0.891845	1	OLD_GSE52778
MYLK4	-0.491932	0.999906	OLD_GSE52778
MYLPF	0.380465	1	OLD_GSE52778
MYNN	0.161385	0.999906	OLD_GSE52778
MYO10	-0.251805	0.999906	OLD_GSE52778
MYO15A	0.289889	1	OLD_GSE52778
MYO15B	-0.381412	0.999906	OLD_GSE52778
MYO16	-1.77614	1	OLD_GSE52778
MYO18A	0.31629	0.999906	OLD_GSE52778
MYO18B	-0.383101	1	OLD_GSE52778
MYO19	-0.186027	0.999906	OLD_GSE52778
MYO1A	-0.654565	1	OLD_GSE52778
MYO1B	0.157464	0.999906	OLD_GSE52778
MYO1C	-0.554226	0.999906	OLD_GSE52778
MYO1D	-0.200554	0.999906	OLD_GSE52778
MYO1E	-0.93584	0.102887	OLD_GSE52778
MYO1F	0.335906	1	OLD_GSE52778
MYO1G	0	1	OLD_GSE52778
MYO1H	-1.51401	1	OLD_GSE52778
MYO3A	1.79769e+308	1	OLD_GSE52778
MYO3B	0.271496	1	OLD_GSE52778
MYO5A	-0.0607228	0.999906	OLD_GSE52778
MYO5B	0.341767	1	OLD_GSE52778
MYO5C	0.796869	1	OLD_GSE52778
MYO6	-0.168144	0.999906	OLD_GSE52778
MYO7A	-1.02921	1	OLD_GSE52778
MYO7B	0.311361	1	OLD_GSE52778
MYO9A	-0.146547	0.999906	OLD_GSE52778
MYO9B	0.104652	0.999906	OLD_GSE52778
MYOC	-0.0918188	0.999906	OLD_GSE52778
MYOCD	-0.508945	0.999906	OLD_GSE52778
MYOD1	0	1	OLD_GSE52778
MYOF	-0.356097	0.999906	OLD_GSE52778
MYOG	-1.79769e+308	1	OLD_GSE52778
MYOM1	-0.587655	0.999906	OLD_GSE52778
MYOM2	0.165201	1	OLD_GSE52778
MYOM3	-0.999377	1	OLD_GSE52778
MYOT	1.12402	1	OLD_GSE52778
MYOZ1	-0.784275	1	OLD_GSE52778
MYOZ2	-2.33701	0.565802	OLD_GSE52778
MYOZ3	0.661099	1	OLD_GSE52778
MYPN	0.574084	1	OLD_GSE52778
MYPOP	-0.0969935	0.999906	OLD_GSE52778
MYRIP	-2.12407	1	OLD_GSE52778
MYSM1	-0.00986399	0.999906	OLD_GSE52778
MYT1	0	1	OLD_GSE52778
MYT1L	-1.79769e+308	1	OLD_GSE52778
MYZAP	-1.79769e+308	1	OLD_GSE52778
MZB1	-1.79769e+308	1	OLD_GSE52778
MZF1	0.322337	0.999906	OLD_GSE52778
MZT1	-0.24356	0.999906	OLD_GSE52778
MZT2A	-0.104931	0.999906	OLD_GSE52778
MZT2B	-0.175023	0.999906	OLD_GSE52778
N4BP1	-0.0159404	0.999906	OLD_GSE52778
N4BP2	-0.405388	0.999906	OLD_GSE52778
N4BP2L1	-0.0561869	0.999906	OLD_GSE52778
N4BP2L2	0.128563	0.999906	OLD_GSE52778
N4BP3	1.41005	0.602593	OLD_GSE52778
N6AMT1	0.753846	0.999906	OLD_GSE52778
N6AMT2	0.277834	0.999906	OLD_GSE52778
NAA10	-0.148429	0.999906	OLD_GSE52778
NAA11	0	1	OLD_GSE52778
NAA15	-0.240168	0.999906	OLD_GSE52778
NAA16	-0.0616858	0.999906	OLD_GSE52778
NAA20	-0.440476	0.999906	OLD_GSE52778
NAA25	-0.162411	0.999906	OLD_GSE52778
NAA30	-0.075375	0.999906	OLD_GSE52778
NAA35	0.213779	0.999906	OLD_GSE52778
NAA38	0.0938114	0.999906	OLD_GSE52778
NAA40	0.47934	0.999906	OLD_GSE52778
NAA50	-0.0193769	0.999906	OLD_GSE52778
NAA60	0.113724	0.999906	OLD_GSE52778
NAAA	-0.673032	0.999906	OLD_GSE52778
NAALAD2	0.856327	0.999906	OLD_GSE52778
NAALADL1	-0.10339	0.999906	OLD_GSE52778
NAALADL2	0.552076	0.999906	OLD_GSE52778
NAB1	0.451386	0.999906	OLD_GSE52778
NAB2	-0.0509109	0.999906	OLD_GSE52778
NACA	-0.00344106	0.999906	OLD_GSE52778
NACA2	-0.375631	0.999906	OLD_GSE52778
NACAD	0.100847	0.999906	OLD_GSE52778
NACAP1	-0.262781	0.999906	OLD_GSE52778
NACC1	-0.187156	0.999906	OLD_GSE52778
NACC2	-0.367298	0.999906	OLD_GSE52778
NADK	-0.81407	0.336034	OLD_GSE52778
NADKD1	0.230739	0.999906	OLD_GSE52778
NADSYN1	-0.192749	0.999906	OLD_GSE52778
NAE1	-0.331701	0.999906	OLD_GSE52778
NAF1	0.0194358	0.999906	OLD_GSE52778
NAGA	0.106532	0.999906	OLD_GSE52778
NAGK	0.293344	0.999906	OLD_GSE52778
NAGLU	-0.215764	0.999906	OLD_GSE52778
NAGPA	0.0623215	0.999906	OLD_GSE52778
NAGS	0.363088	0.999906	OLD_GSE52778
NAIF1	0.129624	0.999906	OLD_GSE52778
NAIP	0.363046	0.999906	OLD_GSE52778
NALCN	-0.748169	0.999906	OLD_GSE52778
NAMPT	-1.11387	0.0224831	OLD_GSE52778
NANOG	0.290571	1	OLD_GSE52778
NANOGNB	0	1	OLD_GSE52778
NANOS1	-0.703139	0.999906	OLD_GSE52778
NANOS2	0	1	OLD_GSE52778
NANOS3	1.04816	0.999906	OLD_GSE52778
NANP	0.2533	0.999906	OLD_GSE52778
NANS	-0.459249	0.999906	OLD_GSE52778
NAP1L1	-0.472774	0.999906	OLD_GSE52778
NAP1L2	-0.973431	0.999906	OLD_GSE52778
NAP1L3	1.16134	0.808942	OLD_GSE52778
NAP1L4	0.0213996	0.999906	OLD_GSE52778
NAP1L5	0.567296	0.999906	OLD_GSE52778
NAP1L6	-1.79769e+308	1	OLD_GSE52778
NAPA	-0.386736	0.999906	OLD_GSE52778
NAPB	-0.119265	0.999906	OLD_GSE52778
NAPEPLD	0.323754	0.999906	OLD_GSE52778
NAPG	-0.414324	0.999906	OLD_GSE52778
NAPRT1	-0.0135668	0.999906	OLD_GSE52778
NAPSA	-0.369639	1	OLD_GSE52778
NAPSB	-1.79769e+308	1	OLD_GSE52778
NARF	0.146039	0.999906	OLD_GSE52778
NARFL	-0.132741	0.999906	OLD_GSE52778
NARG2	-0.0790969	0.999906	OLD_GSE52778
NARS	-0.0554641	0.999906	OLD_GSE52778
NARS2	0.187615	0.999906	OLD_GSE52778
NASP	0.0177828	0.999906	OLD_GSE52778
NAT1	-0.185286	0.999906	OLD_GSE52778
NAT10	-0.186987	0.999906	OLD_GSE52778
NAT14	-0.161137	0.999906	OLD_GSE52778
NAT16	0	1	OLD_GSE52778
NAT2	1.79769e+308	1	OLD_GSE52778
NAT6	0.0316647	0.999906	OLD_GSE52778
NAT8	0.438927	1	OLD_GSE52778
NAT8B	0	1	OLD_GSE52778
NAT8L	-0.581452	1	OLD_GSE52778
NAT9	-0.022405	0.999906	OLD_GSE52778
NAV1	-0.0851251	0.999906	OLD_GSE52778
NAV2	0	1	OLD_GSE52778
NAV2-AS4	0	1	OLD_GSE52778
NAV3	-2.24839	1.19505e-06	OLD_GSE52778
NBAS	0.356057	0.999906	OLD_GSE52778
NBEA	0.212913	0.999906	OLD_GSE52778
NBEAL1	-0.192031	0.999906	OLD_GSE52778
NBEAL2	-0.414838	0.999906	OLD_GSE52778
NBEAP1	0.127306	1	OLD_GSE52778
NBL1	-0.803464	0.965196	OLD_GSE52778
NBLA00301	0.341283	1	OLD_GSE52778
NBN	0.297076	0.999906	OLD_GSE52778
NBPF1	0.836093	0.289227	OLD_GSE52778
NBPF10	0.42341	0.999906	OLD_GSE52778
NBPF11	0.325083	0.999906	OLD_GSE52778
NBPF14	0.0651574	0.999906	OLD_GSE52778
NBPF15,NBPF16	0.170826	0.999906	OLD_GSE52778
NBPF16	0.0736086	0.999906	OLD_GSE52778
NBPF22P	0.359911	1	OLD_GSE52778
NBPF24	0.0822907	0.999906	OLD_GSE52778
NBPF3	-0.510939	0.999906	OLD_GSE52778
NBPF4	-1.11457	1	OLD_GSE52778
NBPF6	-1.11405	1	OLD_GSE52778
NBPF7	-0.63736	1	OLD_GSE52778
NBPF9	0.0755747	0.999906	OLD_GSE52778
NBR1	-0.125665	0.999906	OLD_GSE52778
NBR2	0.118049	0.999906	OLD_GSE52778
NCALD	0.530464	0.999906	OLD_GSE52778
NCAM1	-1.79769e+308	1	OLD_GSE52778
NCAM2	0.920567	0.137304	OLD_GSE52778
NCAN	-0.986462	1	OLD_GSE52778
NCAPD2	-0.0430261	0.999906	OLD_GSE52778
NCAPD3	-0.0515311	0.999906	OLD_GSE52778
NCAPG	0.387425	0.999906	OLD_GSE52778
NCAPG2	0.0378211	0.999906	OLD_GSE52778
NCAPH	-0.223812	1	OLD_GSE52778
NCAPH2	0.0280289	0.999906	OLD_GSE52778
NCBP1	0.22701	0.999906	OLD_GSE52778
NCBP2	0.00276413	0.999906	OLD_GSE52778
NCCRP1	1.79769e+308	1	OLD_GSE52778
NCDN	0.434383	0.999906	OLD_GSE52778
NCEH1	-0.384077	0.999906	OLD_GSE52778
NCF1	0.31873	1	OLD_GSE52778
NCF1B	1.57303	1	OLD_GSE52778
NCF1C	-0.257296	1	OLD_GSE52778
NCF2	-0.329609	1	OLD_GSE52778
NCF4	-1.79769e+308	1	OLD_GSE52778
NCK1	0.0513708	0.999906	OLD_GSE52778
NCK2	-0.149881	0.999906	OLD_GSE52778
NCKAP1	-0.238381	0.999906	OLD_GSE52778
NCKAP1L	1.79769e+308	1	OLD_GSE52778
NCKAP5	2.25662	0.0210642	OLD_GSE52778
NCKAP5L	0.0795076	0.999906	OLD_GSE52778
NCKIPSD	-0.0583177	0.999906	OLD_GSE52778
NCL	-0.00316472	0.999906	OLD_GSE52778
NCLN	-0.16492	0.999906	OLD_GSE52778
NCOA1	0.0362479	0.999906	OLD_GSE52778
NCOA2	0.0921042	0.999906	OLD_GSE52778
NCOA3	-1.39404	0.00693894	OLD_GSE52778
NCOA4	0.109536	0.999906	OLD_GSE52778
NCOA5	0.00774961	0.999906	OLD_GSE52778
NCOA6	-0.0495693	0.999906	OLD_GSE52778
NCOA7	-0.564901	0.999906	OLD_GSE52778
NCOR1	-0.128981	0.999906	OLD_GSE52778
NCOR1P1	-1.29727	1	OLD_GSE52778
NCOR2	-0.162845	0.999906	OLD_GSE52778
NCR1	0	1	OLD_GSE52778
NCR2	0	1	OLD_GSE52778
NCR3	0	1	OLD_GSE52778
NCRNA00185	0.855654	0.999906	OLD_GSE52778
NCRUPAR	1.79769e+308	1	OLD_GSE52778
NCS1	0.499116	0.999906	OLD_GSE52778
NCSTN	-0.0924176	0.999906	OLD_GSE52778
NDC80	-0.0570453	0.999906	OLD_GSE52778
NDE1	-0.203724	0.999906	OLD_GSE52778
NDEL1	-0.387852	0.999906	OLD_GSE52778
NDFIP1	-0.332867	0.999906	OLD_GSE52778
NDFIP2	-0.102082	0.999906	OLD_GSE52778
NDN	0.141098	0.999906	OLD_GSE52778
NDNF	0.703717	0.999906	OLD_GSE52778
NDNL2	0.0997405	0.999906	OLD_GSE52778
NDOR1	-0.328989	0.999906	OLD_GSE52778
NDP	4.41472	1	OLD_GSE52778
NDRG1	-0.253793	0.999906	OLD_GSE52778
NDRG2	-0.445704	0.999906	OLD_GSE52778
NDRG3	0.507872	0.999906	OLD_GSE52778
NDRG4	0.363757	0.999906	OLD_GSE52778
NDST1	-0.292227	0.999906	OLD_GSE52778
NDST2	-0.0211812	0.999906	OLD_GSE52778
NDST3	-0.355378	1	OLD_GSE52778
NDST4	0	1	OLD_GSE52778
NDUFA1	-0.205268	0.999906	OLD_GSE52778
NDUFA10	0.0128981	0.999906	OLD_GSE52778
NDUFA11	0.0198936	0.999906	OLD_GSE52778
NDUFA12	-0.0405852	0.999906	OLD_GSE52778
NDUFA13	0.0137347	0.999906	OLD_GSE52778
NDUFA2	-0.19458	0.999906	OLD_GSE52778
NDUFA3	0.209624	0.999906	OLD_GSE52778
NDUFA4	-0.271825	0.999906	OLD_GSE52778
NDUFA4L2	0.26171	0.999906	OLD_GSE52778
NDUFA5	-0.152728	0.999906	OLD_GSE52778
NDUFA6	-0.0146164	0.999906	OLD_GSE52778
NDUFA7	-0.183899	0.999906	OLD_GSE52778
NDUFA8	-0.166792	0.999906	OLD_GSE52778
NDUFA9	0.00845268	0.999906	OLD_GSE52778
NDUFAB1	-0.115827	0.999906	OLD_GSE52778
NDUFAF1	-0.20573	0.999906	OLD_GSE52778
NDUFAF2	-0.034989	0.999906	OLD_GSE52778
NDUFAF3	0.103921	0.999906	OLD_GSE52778
NDUFAF4	-0.139905	0.999906	OLD_GSE52778
NDUFB1	-0.0488193	0.999906	OLD_GSE52778
NDUFB10	-0.07795	0.999906	OLD_GSE52778
NDUFB11	0.119122	0.999906	OLD_GSE52778
NDUFB2	-0.133209	0.999906	OLD_GSE52778
NDUFB3	-0.0185069	0.999906	OLD_GSE52778
NDUFB4	0.184074	0.999906	OLD_GSE52778
NDUFB5	0.0237946	0.999906	OLD_GSE52778
NDUFB6	-0.100375	0.999906	OLD_GSE52778
NDUFB7	-0.0196913	0.999906	OLD_GSE52778
NDUFB8	-0.000474005	0.999906	OLD_GSE52778
NDUFB9	-0.0850054	0.999906	OLD_GSE52778
NDUFC1	-0.0303724	0.999906	OLD_GSE52778
NDUFC2	-0.144767	0.999906	OLD_GSE52778
NDUFC2-KCTD14	0.16219	0.999906	OLD_GSE52778
NDUFS1	-0.0848386	0.999906	OLD_GSE52778
NDUFS2	-0.068944	0.999906	OLD_GSE52778
NDUFS3	0.0315299	0.999906	OLD_GSE52778
NDUFS4	0.144819	0.999906	OLD_GSE52778
NDUFS5	-0.0997958	0.999906	OLD_GSE52778
NDUFS6	0.04462	0.999906	OLD_GSE52778
NDUFS7	0.17565	0.999906	OLD_GSE52778
NDUFS8	0.0621623	0.999906	OLD_GSE52778
NDUFV1	-0.178006	0.999906	OLD_GSE52778
NDUFV2	-0.27967	0.999906	OLD_GSE52778
NDUFV3	0.0134601	0.999906	OLD_GSE52778
NEAT1	0.490909	0.999906	OLD_GSE52778
NEB	-0.900229	1	OLD_GSE52778
NEBL	-3.41829	1	OLD_GSE52778
NECAB1	-0.279308	0.999906	OLD_GSE52778
NECAB2	-0.262184	1	OLD_GSE52778
NECAB3	0.152998	0.999906	OLD_GSE52778
NECAP1	-0.0244429	0.999906	OLD_GSE52778
NECAP2	-0.173228	0.999906	OLD_GSE52778
NEDD1	-0.0862288	0.999906	OLD_GSE52778
NEDD4	-0.268386	0.999906	OLD_GSE52778
NEDD4L	1.07727	0.0662005	OLD_GSE52778
NEDD8	-0.187294	0.999906	OLD_GSE52778
NEDD8-MDP1	0	1	OLD_GSE52778
NEDD9	-1.7017	0.00361063	OLD_GSE52778
NEFH	-0.325723	0.999906	OLD_GSE52778
NEFL	-0.899954	1	OLD_GSE52778
NEFM	-0.25495	0.999906	OLD_GSE52778
NEGR1	-1.40287	0.00278328	OLD_GSE52778
NEGR1-IT1	0	1	OLD_GSE52778
NEIL1	-0.594521	0.999906	OLD_GSE52778
NEIL2	0.221979	0.999906	OLD_GSE52778
NEIL3	1.5897	0.543068	OLD_GSE52778
NEK1	0.175676	0.999906	OLD_GSE52778
NEK10	2.62934	0.0227628	OLD_GSE52778
NEK11	1.21912	0.606109	OLD_GSE52778
NEK2	-0.337292	1	OLD_GSE52778
NEK3	-0.239498	0.999906	OLD_GSE52778
NEK4	0.0176707	0.999906	OLD_GSE52778
NEK5	-0.257924	1	OLD_GSE52778
NEK6	0.483623	0.999906	OLD_GSE52778
NEK7	-0.135895	0.999906	OLD_GSE52778
NEK8	0.124128	0.999906	OLD_GSE52778
NEK9	0.0188954	0.999906	OLD_GSE52778
NELF	-0.958959	0.136379	OLD_GSE52778
NELL1	-1.79769e+308	1	OLD_GSE52778
NELL2	-1.88514	1	OLD_GSE52778
NEMF	-0.162181	0.999906	OLD_GSE52778
